cover	numberOfChunks	numberOfTriples	n-hop	chunkSizes*
HASH	10	1000000000	0	98824119	99889677	103089062	97784998	98218263	97741326	98181351	98562044	98508608	109200552
HASH	20	1000000000	0	49460589	51321596	52420843	48646302	49238863	49135979	50181223	49774944	50021724	56773594	49361221	48574763	50644873	49160534	48976099	48604154	47986866	48806869	48513016	52395948
HASH	40	1000000000	0	24619555	23884605	23989998	24230318	24793955	24703523	26173074	24195514	25619130	32562151	24152204	24513585	25097507	25151403	24567279	24107190	24093433	24122187	24730779	24137165	24838550	27437091	28435481	24402074	24435394	24434449	24016156	25567298	24388927	24222232	25207472	24074109	25556893	24013861	24398100	24493481	23899042	24683827	23780950	28270058
HASH	20	500000000	0	25187132	25385522	26588838	24726540	24723648	24857662	26563347	24424545	24978151	25135875	25616932	24156265	24975904	25400499	24698948	24777477	24334247	24722291	24409751	24336426
HASH	20	2000000000	0	98272830	101730219	106802676	98100836	98602172	98679551	101984799	100693395	99608296	108426465	97954957	97212706	101305255	98482308	98392280	99092522	96648917	98444989	98126026	101438801
MOLECULE_HASH (diameter=2)	10	1000000000	0	102057025	99733901	98688691	97817606	99461634	103487126	100419389	97153409	98706256	102474963
MOLECULE_HASH (diameter=3)	10	1000000000	0	100810751	100834115	96917042	100158596	99187981	105876176	100953509	96402861	98492086	100366883
MOLECULE_HASH (diameter=4)	10	1000000000	0	101322152	102547208	100645610	97621944	98104189	99769779	99028594	99737816	99167221	102055487
MOLECULE_HASH (diameter=5)	10	1000000000	0	103911852	106534845	96790129	97354211	97779803	99053783	98549580	98646208	99829255	101550334
MOLECULE_HASH (diameter=6)	10	1000000000	0	100238593	109103613	97367879	98169735	98516186	100288994	99296325	99593647	98013702	99411326
MOLECULE_HASH (diameter=7)	10	1000000000	0	99895790	110196668	98615971	98513177	96337328	100889108	97579967	100811775	98015502	99144714
MOLECULE_HASH (diameter=3)	20	1000000000	0	48228463	52576790	48672979	48042935	51620358	54636737	48286153	48258097	50058345	49926030	52582288	48257325	48244063	52115661	47567623	51239439	52667356	48144764	48433741	50440853
